submitted_on,district,community,people_using,photo_water_point,latitude,longitude,depth,currently_submerged,likely_submerged,functional_status,water_pump_possible,problems_reported,water_quality_problems,civil_works_problems,photo_civil_works,pump_problems,photo_pump_problems,pump_operational_feel,time_to_pump_20l,strokes_to_yield,sediment_presence,water_quality_tests,electrical_conductivity,conductivity_units,total_dissolved_solids,ph,temperature_c,turbidity_tube,turbidity_tube_units,turbidity_electronic_ntu,comments,microbiological_test,test_method,sample_type,sample_date,color_change_mpn,color_change_upper95,color_change_health,color_change_image
5/14/2019,Mangochi,Changali CDSS,355,https://api.mwater.co/v3/images/beeaad984f49409aad3fa72ad7bd10b0; https://api.mwater.co/v3/images/84a63781bfce46f291cbefb3cc08bd85,-14.7100501,35.167867,14,No,Yes,Partially functional but in need of repair,Yes ,Community complained that water yield was low and that it took more strokes to yield water especially early first users in the morning,NA,NA,NA,NA,NA,"Significant friction (very stiff) on down stroke, Significant sideways movement on handle (loose/wobbly)",68.23,6,Absent,"Electrical conductivity (EC), pH, Temperature, Turbidity (by Turbidity Tube)",1014,μS / cm,NA,7.3,29.8,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/9/2019,1.5,7.81,probably_safe,https://api.mwater.co/v3/images/95d3c0203e6f43f6a186555c6981b898
5/14/2019,Zomba,Tambala ,410,https://api.mwater.co/v3/images/3e31614895634bd9b9884bf0a77ce689; https://api.mwater.co/v3/images/a18cee89b1e1484ea1f658b2390c58fb,-15.5644389,35.353545,26,No,No,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc, Soil erosion or collapse around the water point",NA,"Drainage channel cracked, broken, or in need of cleaning, Platform cracked or damaged ",https://api.mwater.co/v3/images/e51539475aaf48218c0bdcb4bbc59448,NA,NA,Significant sideways movement on handle (loose/wobbly),50.835,1,Absent,"Electrical conductivity (EC), Temperature, Turbidity (by Turbidity Tube), pH",548,mS / cm,NA,6.8,28.7,5,JTU,NA,Community says water tastes good. ,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/10/2019,0,2.87,safe,https://api.mwater.co/v3/images/fd4181ff615147518460a2f043d2a60d
5/14/2019,Zomba,Teyateya /Tambala ,700,https://api.mwater.co/v3/images/fed3292d6c16492aabd12e10fef40567; https://api.mwater.co/v3/images/1245f2b4c3624670937d92103df17839; https://api.mwater.co/v3/images/1bc28c598f47440dba7c07962c49b424; https://api.mwater.co/v3/images/20ee63d9cde1427c946c87c905f8438e,-15.5660621,35.35287,44,No,No,No longer exists or abandoned,NA,"Damage to civil works - platform, well head, riser etc, Soil erosion or collapse around the water point",NA,Platform cracked or damaged ,https://api.mwater.co/v3/images/7f98b1027bd04e30b1b2fd8c2ae9df65,NA,NA,Significant sideways movement on handle (loose/wobbly),NA,NA,Absent,"Electrical conductivity (EC), Temperature, Turbidity (by Turbidity Tube), pH",385,mS / cm,NA,6.7,24,5,JTU,NA,Community says the water tastes good but during rainy season the water turns abit muddy. ,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/10/2019,0,2.87,safe,https://api.mwater.co/v3/images/1efe87693bea416bb9ce7d6ad86d208f
5/14/2019,Zomba,Pemba camp,500,https://api.mwater.co/v3/images/0d527b5a000b4e23a43542a137ae422b; https://api.mwater.co/v3/images/7f91e18b843644efa9fc2ef4102cb1f9; https://api.mwater.co/v3/images/4746d256b5004f7c816351267bed1e45,-15.45746986,35.471046,35,No,Yes,Partially functional but in need of repair,Yes ,No problems ,NA,NA,NA,NA,NA,Significant friction (very stiff) on down stroke,86.407,10,Absent,"pH, Microbiological or fecal indicator test, Electrical conductivity (EC), Turbidity (by Turbidity Tube), Temperature, Turbidity (by electronic turbidimeter)",782.3,μS / cm,NA,7.02,29,5,JTU,0.38,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/29/2019,48.3,351.91,probably_unsafe,https://api.mwater.co/v3/images/95cd19899ec74a70b63f209487f59810
5/14/2019,Mangochi,Katemqngu Camp,300,https://api.mwater.co/v3/images/6a30b636f4b64378ba64e571e7797ae9,-14.38310958,35.30572,9,No,Yes,Partially functional but in need of repair,Yes ,Soil erosion or collapse around the water point,NA,NA,NA,NA,NA,Significant friction (very stiff) on down stroke,72.242,2,Absent,"Electrical conductivity (EC), pH, Temperature, Turbidity (by Turbidity Tube), Turbidity (by electronic turbidimeter)",652,μS / cm,NA,7,20,5,JTU,0.81,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/13/2019,0,2.87,safe,https://api.mwater.co/v3/images/1ea2ccd8ecac494eba8c831e208ca872
5/14/2019,Mangochi,Katemangu camp ,850,https://api.mwater.co/v3/images/c0f178543f874b67b1034d700be6add7; https://api.mwater.co/v3/images/ec883ee9562441bca953554eaea54be0; https://api.mwater.co/v3/images/176b8894b8124b55b06c2ec3d2a874ce,-14.38596738,35.307769,15,No,Yes,Partially functional but in need of repair,Yes ,Soil erosion or collapse around the water point,NA,NA,NA,NA,NA,Significant friction (very stiff) on down stroke,68.541,2,Absent,"Electrical conductivity (EC), pH, Temperature, Turbidity (by Turbidity Tube), Turbidity (by electronic turbidimeter)",445,μS / cm,NA,6.8,30.9,5,JTU,0.2,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/13/2019,0,2.87,safe,https://api.mwater.co/v3/images/767b74ad300749cebbb3b0d81d1bc205
5/14/2019,Mangochi,Katemangu camp,655,https://api.mwater.co/v3/images/22289949b1c0415ab824b8ba6b18b599; https://api.mwater.co/v3/images/592ac482ccdd4dfd8d0e1b624ab3ca38,-14.37941574,35.303641,23,No,Yes,Functional,Yes ,Soil erosion or collapse around the water point,NA,NA,NA,NA,NA,Normal/satisfactory ,65.21,1,Absent,"Electrical conductivity (EC), pH, Temperature, Turbidity (by Turbidity Tube), Turbidity (by electronic turbidimeter)",416,μS / cm,NA,6.9,29.1,5,JTU,0.19,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/13/2019,0,2.87,safe,https://api.mwater.co/v3/images/7a518c8f0582403b8159d81862e1da29
5/14/2019,Mangochi,NA,430,https://api.mwater.co/v3/images/c9c6a34e778742a9a2550009f51b8358; https://api.mwater.co/v3/images/6147c02bbf1e473c953beabb30686787; https://api.mwater.co/v3/images/186008f5499148d8b4ab5a87d557f2b1,-14.38523175,35.303496,NA,No,Yes,Not functional,NA,Damage or problem with pump,NA,NA,NA,NA,https://api.mwater.co/v3/images/3514a88f27be42eaacd7670276bdfad8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The borehole has stopped producing water day before the day of visit.
Preveiousely the water having sand in it.",NA,NA,NA,NA,NA,NA,NA,NA
5/14/2019,Mangochi,Katemangu borehole,750,https://api.mwater.co/v3/images/7a6980e9b4e84f5289fb1d69016ff7e0; https://api.mwater.co/v3/images/a1d1f4109c1b4e7c913168d9c2207a13,-14.37979855,35.304634,NA,NA,NA,Functional,Yes ,No problems ,NA,NA,NA,NA,NA,Significant friction (very stiff) on down stroke,61.29,1,Absent,"Electrical conductivity (EC), pH, Temperature, Turbidity (by Turbidity Tube), Turbidity (by electronic turbidimeter)",594,μS / cm,NA,6.8,27.9,5,JTU,0.27,The committee in conjunction with the area mechanic serviced the borehole two months from the day of visit.,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/13/2019,0,2.87,safe,https://api.mwater.co/v3/images/599dcf36239d4f64868f88edc5eb2e5d
5/14/2019,Mangochi,Katemangu camp,420,https://api.mwater.co/v3/images/8ca116f31fac4d31ab1594fe116d4809; https://api.mwater.co/v3/images/d4fc5c80049d4523904a957711b18016; https://api.mwater.co/v3/images/f3c791b865c248878b4cb6fe9c993d1f; https://api.mwater.co/v3/images/f9c81528466743d4a2c8e37a50a6e237,-14.38687787,35.306344,21,No,Yes,Not functional,NA,Damage or problem with pump,NA,NA,NA,Other,https://api.mwater.co/v3/images/342192d37bde4154acf1690192c697b2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The borehole cannot pump water,NA,Aquagenx Compartment Bag Test (CBT),NA,NA,NA,NA,NA,NA
5/14/2019,Mangochi,Katemangu village Borehole ,850,https://api.mwater.co/v3/images/95f96b63e52141f1b6357c8a0ef406da; https://api.mwater.co/v3/images/c8032b9daf9f41ed9963f0416ab29c58,-14.3812347,35.313366,45,No,No,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc, Soil erosion or collapse around the water point",NA,"Platform cracked or damaged , Fence/barrier is missing or damaged",https://api.mwater.co/v3/images/655973dc9b564086ab15f7aada301d51,NA,NA,"Significant friction (very stiff) on down stroke, Significant sideways movement on handle (loose/wobbly)",71.451,2,Present,"Electrical conductivity (EC), Temperature, pH, Turbidity (by electronic turbidimeter)",236,μS / cm,NA,7.4,24.4,NA,NA,5,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/13/2019,0,2.87,safe,https://api.mwater.co/v3/images/081aefc6da68497396a6470a33c268d3
5/14/2019,Mangochi,Mandalu ,564,https://api.mwater.co/v3/images/ad64948076ab4624bb5f7506cb6fc42d,-14.4213313,35.328963,NA,Yes,NA,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc, Soil erosion or collapse around the water point",NA,"Platform cracked or damaged , Drainage channel cracked, broken, or in need of cleaning, Fence/barrier is missing or damaged, Faulty drainage ",https://api.mwater.co/v3/images/694775c69b6749d1a1f2dc932a4bb4ac,NA,NA,"Significant friction (very stiff) on down stroke, Significant sideways movement on handle (loose/wobbly)",66.84,4,Absent,"Electrical conductivity (EC), Temperature, pH, Turbidity (by Turbidity Tube)",359,μS / cm,NA,7.4,27.4,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/9/2019,13.6,83.06,possibly_unsafe,https://api.mwater.co/v3/images/b61e1998b60c4ba3ab9eb5d95d9e3fea
5/15/2019,Balaka,Kunyalani,1200,https://api.mwater.co/v3/images/7c69908ef00c4287ace15d233118abea,-15.2165533,34.889983,45,Yes,NA,Functional,Yes ,"Damage to civil works - platform, well head, riser etc, Damage or problem with pump",NA,"Fence/barrier is missing or damaged, Drainage channel cracked, broken, or in need of cleaning",https://api.mwater.co/v3/images/9c3dccddea08449aaeb2ad3e0268b18b,NA,https://api.mwater.co/v3/images/6533aae3497a425aaafc256ac80ab5cd,Significant sideways movement on handle (loose/wobbly),81.14,2,Absent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E. coli,Presence/Absence in 20 mL (e.g. H2S test),NA,NA,NA,NA,NA,NA
5/15/2019,Balaka,Majikuta 2,250,https://api.mwater.co/v3/images/48228080e6654f4a857900a4f8d3a771,-14.8330373,35.202219,21,No,No,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc",NA,"Faulty drainage , Drainage channel cracked, broken, or in need of cleaning, Fence/barrier is missing or damaged",https://api.mwater.co/v3/images/e9b5f79a9e404eb2b980e5e3cb73bf14,NA,NA,Normal/satisfactory ,63.581,1,Absent,NA,NA,NA,NA,NA,NA,NA,NA,NA,Problem with depth it's too short,E. coli,Presence/Absence in 20 mL (e.g. H2S test),NA,NA,NA,NA,NA,NA
5/15/2019,Balaka,Mgomwa,750,https://api.mwater.co/v3/images/337933044eff455a8b8d97e933f720e3,-15.2313326,35.020733,52,No,No,Functional,Yes ,No problems ,NA,NA,NA,NA,NA,Normal/satisfactory ,68.121,2,Absent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E. coli,Presence/Absence in 20 mL (e.g. H2S test),NA,NA,NA,NA,NA,NA
5/15/2019,Balaka,Nluma,250,https://api.mwater.co/v3/images/bfd70ca2f4384142a3462d80fed7f667,-14.8114183,35.166129,45,Yes,NA,Functional,Yes ,No problems ,NA,NA,NA,NA,NA,Normal/satisfactory ,68.911,1,Absent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E. coli,Presence/Absence in 20 mL (e.g. H2S test),NA,NA,NA,NA,NA,NA
5/15/2019,Balaka,Chiundu,675,https://api.mwater.co/v3/images/941f11ce5f974b32bffaf9ef17ea706b,-14.7831442,35.166431,45,Yes,NA,Partially functional but in need of repair,Yes ,"Soil erosion or collapse around the water point, Damage to civil works - platform, well head, riser etc",NA,"Platform cracked or damaged , Faulty drainage , Drainage channel cracked, broken, or in need of cleaning, Fence/barrier is missing or damaged",https://api.mwater.co/v3/images/2705bf6ecea4485885f262f34f7a1f9b,NA,NA,Significant sideways movement on handle (loose/wobbly),66.461,2,Absent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E. coli,Presence/Absence in 20 mL (e.g. H2S test),NA,NA,NA,NA,NA,NA
5/16/2019,Mangochi,Malo be camp,623,https://api.mwater.co/v3/images/3bb7b520492044548c70c5c49c40ce71; https://api.mwater.co/v3/images/e7875db1ab4a4521bf16d1e0bc648fdf,-14.63203674,35.34938,21,No,Yes,Partially functional but in need of repair,Yes ,No problems ,NA,NA,NA,NA,NA,Very light,121.635,13,Absent,"Electrical conductivity (EC), pH, Temperature, Turbidity (by Turbidity Tube), Settleable solids (by Imhoff cone)",992,μS / cm,NA,7.4,34.5,5,JTU,NA,Done all the text but the bolehole is talking too long to fill a 20 litter backet ,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/9/2019,0,2.87,safe,https://api.mwater.co/v3/images/7afa298064cd412fba88b611b866dc42
5/16/2019,Mangochi,Mponda camp,821,https://api.mwater.co/v3/images/e4db0143432645a992d4e5c246cdec12; https://api.mwater.co/v3/images/3eb3533c9542427b8c6ee235c06d2780,-14.30944691,35.109623,11,No,No,Partially functional but in need of repair,Yes ,No problems ,NA,NA,NA,NA,NA,Normal/satisfactory ,67.688,1,Absent,"Electrical conductivity (EC), pH, Temperature, Turbidity (by Turbidity Tube), Settleable solids (by Imhoff cone)",5.3,μS / cm,NA,7.6,31.7,5,JTU,NA,Test showed positive the bolehole hole is paticiantly working ,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/8/2019,0,2.87,safe,https://api.mwater.co/v3/images/236f371e471a44109b562ddef474b9f4
5/16/2019,Mangochi,Mponda evacuation camp,853,https://api.mwater.co/v3/images/5b11c03c61dc434c969d1736c8f7814f; https://api.mwater.co/v3/images/57379c87d79c48a78d02db62dad32ed3,-14.3086879,35.112395,24,Yes,NA,Partially functional but in need of repair,Yes ,No problems ,NA,NA,NA,NA,NA,Normal/satisfactory ,58.757,2,Absent,"Electrical conductivity (EC), pH, Temperature, Turbidity (by Turbidity Tube), Settleable solids (by Imhoff cone)",3.71,μS / cm,NA,7.6,32.1,5,JTU,NA,The bolehole is functioning at the moment needs small changes,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/8/2019,0,2.87,safe,https://api.mwater.co/v3/images/d5d3cf7bcf8b4969afff795918dfda02
5/16/2019,Mangochi,Mponda camp,652,https://api.mwater.co/v3/images/80c94a74235f4c7da48821cdfa79af8b; https://api.mwater.co/v3/images/560940028b574aa0903e19c234058593,-14.30809279,35.108758,10,No,No,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc, Soil erosion or collapse around the water point",NA,"Platform cracked or damaged , Fence/barrier is missing or damaged",https://api.mwater.co/v3/images/cd06de16d3914fdebd18498531302f87,NA,NA,Significant friction (very stiff) at all times,54.461,2,Absent,"Electrical conductivity (EC), pH, Temperature, Turbidity (by Turbidity Tube), Settleable solids (by Imhoff cone)",515,μS / cm,NA,6.8,30.9,5,JTU,NA,The bolehole is functioning just needed small repairs ,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/8/2019,0,2.87,safe,https://api.mwater.co/v3/images/1b9b29249aed4991bdbf52f994581f47
5/16/2019,Zomba,Makina canp,681,https://api.mwater.co/v3/images/9d01ecaa013b429db059b8447b88ed82,-15.51879114,35.600373,18,No,No,Partially functional but in need of repair,Yes ,"No problems , Water quality",Salinity / saltiness,NA,NA,NA,NA,Normal/satisfactory ,61.49,2,Absent,"Electrical conductivity (EC), pH, Temperature, Turbidity (by Turbidity Tube)",320,μS / cm,NA,6.8,29.1,5,JTU,NA,This bolehole maintenance was done text shows no ecoli,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/7/2019,0,2.87,safe,https://api.mwater.co/v3/images/23bca4b90f0b40ad99548e3cfa89220b
5/16/2019,Zomba,Kathebwe,682,https://api.mwater.co/v3/images/33a2de1999f846a4b542d4f62738beba; https://api.mwater.co/v3/images/b0526be208a04bbba1564ca37878c271,-15.48060157,35.638751,33,No,Yes,Partially functional but in need of repair,Yes ,No problems ,NA,NA,NA,NA,NA,Significant friction (very stiff) on down stroke,69.742,1,Absent,"Electrical conductivity (EC), pH, Temperature, Turbidity (by Turbidity Tube)",1789,μS / cm,NA,7.4,29.1,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/7/2019,0,2.87,safe,https://api.mwater.co/v3/images/c605ec73bb584c75a8aafb77be553043
5/16/2019,Zomba,Kathebwe camp,354,https://api.mwater.co/v3/images/d8fe820befa24d6ea9974b48baa0834d; https://api.mwater.co/v3/images/bfe90dc3ea62459eb7dcf8401ea748cc; https://api.mwater.co/v3/images/3be35b9a1a514b3da9aec58d42104729; https://api.mwater.co/v3/images/27df248cc864447dba8e75888af00c9c,-15.47112497,35.63915,24,No,No,Not functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The bolehole is not functioning at the moment needed major repairs ,NA,NA,NA,NA,NA,NA,NA,NA
5/16/2019,Zomba,Mlila ngwazi camp,532,https://api.mwater.co/v3/images/e68a91ec67d04f44b50d0a438b825a79,-15.48676509,35.411362,27,No,No,Partially functional but in need of repair,Yes ,No problems ,NA,NA,NA,NA,NA,Very light,57.854,2,Absent,"Electrical conductivity (EC), pH, Temperature, Turbidity (by Turbidity Tube)",87.1,μS / cm,NA,6.8,29.1,5,JTU,NA,This bolehole was also in good state just monal changes,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/30/2019,0,2.87,safe,https://api.mwater.co/v3/images/fe444c4541ea4a4da33d8fdbdbdb4c27
5/17/2019,Machinga,Joho,459,https://api.mwater.co/v3/images/ea678a0c2a7a43fa93aca1ee8f99ae0a,-14.97196738,35.506865,40,No,No,Functional,Yes ,No problems ,NA,NA,NA,NA,NA,Normal/satisfactory ,62.382,1,Absent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E. coli,Presence/Absence in 20 mL (e.g. H2S test),NA,NA,NA,NA,NA,NA
5/17/2019,Machinga,Mvaliwa,850,https://api.mwater.co/v3/images/7a753c168fbb4b9690ab768f62fdebd3,-14.97096532,35.503937,39,No,No,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc, Damage or problem with pump, Soil erosion or collapse around the water point",NA,"Platform cracked or damaged , Faulty drainage , Drainage channel cracked, broken, or in need of cleaning, Fence/barrier is missing or damaged",https://api.mwater.co/v3/images/a4f06fde5f9c462ba7deebe34645d84d,NA,https://api.mwater.co/v3/images/6193bd263e7c42679ab6d4ffc4dc79d1,"Significant sideways movement on handle (loose/wobbly), Can only be moved with extreme force, Significant friction (very stiff) at all times, Significant friction (very stiff) on up stroke, Significant friction (very stiff) on down stroke",83.289,1,Present,NA,NA,NA,NA,NA,NA,NA,NA,NA,It needs rehab ,E. coli,Presence/Absence in 20 mL (e.g. H2S test),NA,NA,NA,NA,NA,NA
5/17/2019,Machinga,Joho,1374,https://api.mwater.co/v3/images/2e6e25f50a5a47418b0a9af2f477614c,-14.96937153,35.505508,45,No,No,Partially functional but in need of repair,Yes ,No problems ,NA,NA,NA,NA,NA,"Significant friction (very stiff) at all times, Significant friction (very stiff) on up stroke, Significant friction (very stiff) on down stroke, Can only be moved with extreme force, Significant sideways movement on handle (loose/wobbly)",84.013,4,Absent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E. coli,Presence/Absence in 20 mL (e.g. H2S test),NA,NA,NA,NA,NA,NA
